,category,token
37224,np,Prudêncio
37225,np,Prússia
37226,np,Psico
37227,np,Pskov
37228,np,Ptolomeu
37229,np,Públia
37230,np,Públio
37231,np,Puglia
37232,np,Pulitzer
37233,np,Quanza
37234,np,Quaternário
37235,np,Quebeque
37236,np,Queirós
37237,np,Queiroz
37238,np,Quelónios
37239,np,Queluz
37240,np,Quénia
37241,np,Quental
37242,np,Quentin
37243,np,Quercus
37244,np,Quibir
37245,np,Quilimanjaro
37246,np,Quioto
37247,np,Quirguistão
37248,np,Quiribati
37249,np,Quitéria
37250,np,Quixote
37251,np,Rabagão
37252,np,Rachel
37253,np,Racine
37254,np,Rafael
37255,np,Raimundo
37256,np,Ramadão
37257,np,Ramalde
37258,np,Ramalho
37259,np,Ramires
37260,np,Ramirez
37261,np,Ramiro
37262,np,Ramon
37263,np,Ramón
37264,np,Ramsés
37265,np,Rangel
37266,np,Raposo
37267,np,Raquel
37268,np,Ratisbona
37269,np,Raul
37270,np,Ravel
37271,np,Real
37272,np,Rebeca
37273,np,Rebelo
37274,np,Rebordelo
37275,np,Regina
37276,np,Régio
37277,np,Rego
37278,np,Reguengos
37279,np,Reinaldo
37280,np,Reis
37281,np,Rembrandt
37282,np,Remo
37283,np,Renânia
37284,np,Renato
37285,np,Renoir
37286,np,Reno
37287,np,Resende
37288,np,Ressurreição
37289,np,Restelo
37290,np,Reynolds
37291,np,Ribatejo
37292,np,Ribeiro
37293,np,Ricardo
37294,np,Richard
37295,np,Richardson
37296,np,Riemann
37297,np,Riga
37298,np,Rimini
37299,np,Rimski
37300,np,Rioja
37301,np,Rita
37302,np,Rivera
37303,np,Riviera
37304,np,Rivoli
37305,np,Robert
37306,np,Roberto
37307,np,Robespierre
37308,np,Robin
37309,np,Robinson
37310,np,Rockefeller
37311,np,Rockford
37312,np,Ródano
37313,np,Ródão
37314,np,Rodésia
37315,np,Rodolfo
37316,np,Rodrigo
37317,np,Rodrigues
37318,np,Rodriguez
37319,np,Rodríguez
37320,np,Rogério
37321,np,Roldão
37322,np,Romão
37323,np,Roma
37324,np,Roménia
37325,np,Romero
37326,np,Romeu
37327,np,Rommel
37328,np,Rómulo
37329,np,Rondônia
37330,np,Ronaldo
37331,np,Roosevelt
37332,np,Roraima
37333,np,Rosália
37334,np,Rosalina
37335,np,Rosa
37336,np,Rosário
37337,np,Rosenberg
37338,np,Rose
37339,np,Rosita
37340,np,Rossilhão
37341,np,Rossini
37342,np,Rostock
37343,np,Roterdão
37344,np,Rousseau
37345,np,Royal
37346,np,Roy
37347,np,Ruanda
37348,np,Rúben
37349,np,Rubens
37350,np,Rudolfo
37351,np,Rufino
37352,np,Rui
37353,np,Russell
37354,np,Russel
37355,np,Rússia
37356,np,Rute
37357,np,Rutherford
37358,np,Ruth
37359,np,Saara
37360,np,Sabá
37361,np,Sabrosa
37362,np,Sacavém
37363,np,Sado
37364,np,Sadova
37365,np,Saint
37366,np,Salamanca
37367,np,Salazar
37368,np,Saldanha
37369,np,Salemas
37370,np,Sally
37371,np,Salmo
37372,np,Salomão
37373,np,Salomé
37374,np,Salsete
37375,np,Salvador
37376,np,Salvaterra
37377,np,Salvatore
37378,np,Salzburgo
37379,np,Samaria
37380,np,Sameiro
37381,np,Sam
37382,np,Samoa
37383,np,Samora
37384,np,Sampaio
37385,np,Samuel
37386,np,Samuelson
37387,np,San
37388,np,Sanches
37389,np,Sanchez
37390,np,Sancho
37391,np,Sandino
37392,np,Sandra
37393,np,Sá
37394,np,Sansão
37395,np,Santana
37396,np,Santander
37397,np,Santarém
37398,np,Santiago
37399,np,São
37400,np,Saragoça
37401,np,Sarah
37402,np,Saraiva
37403,np,Saraievo
37404,np,Saramago
37405,np,Sara
37406,np,Sardenha
37407,np,Sardoal
37408,np,Sargão
37409,np,Sarre
37410,np,Sartre
37411,np,Satã
37412,np,Satanás
37413,np,Satan
37414,np,Sátão
37415,np,Satis
37416,np,Satureja
37417,np,Saturno
37418,np,Saudita
37419,np,Savóia
37420,np,Saxónia-Anhalt
37421,np,Saxónia
37422,np,Scala
37423,np,Scarlatti
37424,np,Schelling
37425,np,Schengen
37426,np,Schiller
37427,np,Schleswig-Holstein
37428,np,Schopenhauer
37429,np,Schubert
37430,np,Schumann
37431,np,Schwarz
37432,np,Scott
37433,np,Seabra
37434,np,Seattle
37435,np,Sebastião
37436,np,Segismundo
37437,np,Segóvia
37438,np,Seguin
37439,np,Seia
37440,np,Seicheles
37441,np,Selznick
37442,np,Semedo
37443,np,Sena
37444,np,Séneca
37445,np,Senegal
37446,np,Sequeira
37447,np,Serafim
37448,np,Serafins
37449,np,Serralves
37450,np,Sérvia
37451,np,Sérgio
37452,np,Sergipe
37453,np,Sernancelhe
37454,np,Serpa
37455,np,Serpula
37456,np,Sesimbra
37457,np,Sé
37458,np,setembro
37459,np,Setúbal
37460,np,Seul
37461,np,Severino
37462,np,Sever
37463,np,Sevilha
37464,np,Seicheles
37465,np,Shakespeare
37466,np,Shangai
37467,np,Shapiro
37468,np,Shaw
37469,np,Sião
37470,np,Sibéria
37471,np,Sicília
37472,np,Sidney
37473,np,Sidónio
37474,np,Sídon
37475,np,Siegfried
37476,np,Silésia
37477,np,Silva
37478,np,Silveira
37479,np,Silvério
37480,np,Silves
37481,np,Silvestre
37482,np,Sílvia
37483,np,Sílvio
37484,np,Simão
37485,np,Simeão
37486,np,Simões
37487,np,Simone
37488,np,Simon
37489,np,Simpson
37490,np,Sinai
37491,np,Sinédrio
37492,np,Sines
37493,np,Singapura
37494,np,Sinopsis
37495,np,Sintra
37496,np,Siracusa
37497,np,Sir
37498,np,Síria
37499,np,Siza
37500,np,Smith
37501,np,Soares
37502,np,Sobral
37503,np,Sobreda
37504,np,Society
37505,np,Sócrates
37506,np,Soeiro
37507,np,Sofia
37508,np,Sófocles
37509,np,Soleimão
37510,np,Solimão
37511,np,Solimões
37512,np,Solino
37513,np,Somália
37514,np,Sónia
37515,np,Sorbona
37516,np,Sortelha
37517,np,Sôr
37518,np,Sotomayor
37519,np,Soure
37520,np,Sousa
37521,np,Sousel
37522,np,Soutelo
37523,np,Souto
37524,np,Spencer
37525,np,Spenser
37526,np,Spínola
37527,np,Sporting
37528,np,Stanley
37529,np,Stefano
37530,np,Stephens
37531,np,Stern
37532,np,Stevens
37533,np,Stewart
37534,np,Stratford
37535,np,Strauss
37536,np,Stravinsky
37537,np,Stuart
37538,np,Suárez
37539,np,Suazilândia
37540,np,Sudão
37541,np,Sudetas
37542,np,Suécia
37543,np,Sueste
37544,np,Suez
37545,np,Suíça
37546,np,Sullivan
37547,np,Suriname
37548,np,Susana
37549,np,Susan
37550,np,Sutra
37551,np,Szabo
37552,np,Tabuaço
37553,np,Tabula
37554,np,Tadeu
37555,np,Tailândia
37556,np,Taira
37557,np,Taishi
37558,np,Taiwan
37559,np,Taizé
37560,np,Tajiquistão
37561,np,Tales
37562,np,Talin
37563,np,Tamão
37564,np,Tâmega
37565,np,Tamisa
37566,np,Tancos
37567,np,Tancredo
37568,np,Tânger
37569,np,Tânia
37570,np,Tanner
37571,np,Tanzânia
37572,np,Tao
37573,np,Taprobana
37574,np,Tarouca
37575,np,Tarquínio
37576,np,Tárrega
37577,np,Tarso
37578,np,Tarzan
37579,np,Tasmânia
37580,np,Taschen
37581,np,Tatiana
37582,np,Tauride
37583,np,Tauris
37584,np,Tauro
37585,np,Tauros
37586,np,Taurus
37587,np,Tavares
37588,np,Taveira
37589,np,Tavira
37590,np,Távora
37591,np,Taylor
37592,np,Tchaikovsky
37593,np,Tebaldo
37594,np,Tebas
37595,np,Teerão
37596,np,Teixeira
37597,np,Tejo
37598,np,Telavive
37599,np,Telesio
37600,np,Teles
37601,np,Telmo
37602,np,Tenessi
37603,np,Tenreiro
37604,np,Teodora
37605,np,Teodoreto
37606,np,Teodorico
37607,np,Teodoro
37608,np,Teodósio
37609,np,Teófilo
37610,np,Teofrasto
37611,np,Teotónio
37612,np,Terêncio
37613,np,Teresa
37614,np,Terra
37615,np,Tertuliano
37616,np,Tesauro
37617,np,Teseu
37618,np,Tete
37619,np,Texas
37620,np,Thomas
37621,np,Thompson
37622,np,Thomson
37623,np,Thor
37624,np,Thorp
37625,np,Tiago
37626,np,Tibães
37627,np,Tibério
37628,np,Tibete
37629,np,Tibre
37630,np,Ticiano
37631,np,Tim
37632,np,Timor-Leste
37633,np,Timor
37634,np,Timóteo
37635,np,Timothy
37636,np,Tirol
37637,np,Tirso
37638,np,Titânia
37639,np,Titanic
37640,np,Tito
37641,np,Toarciano
37642,np,Tobago
37643,np,Tobias
37644,np,Tocantins
37645,np,Togo
37646,np,Toledo
37647,np,Tolstoi
37648,np,Tomás
37649,np,Tomé
37650,np,Tondela
37651,np,Tonga
37652,np,Tónia
37653,np,Toni
37654,np,Tony
37655,np,Toquelau
37656,np,Tóquio
37657,np,Torcato
37658,np,Tordesilhas
37659,np,Torga
37660,np,Toronto
37661,np,Torres
37662,np,Toscana
37663,np,Toulouse
37664,np,Tolosa
37665,np,Trafaria
37666,np,Trancoso
37667,np,Transcaucásia
37668,np,Transilvânia
37669,np,Transjordânia
37670,np,Transval
37671,np,Trás-os-Montes
37672,np,Trento
37673,np,Trevis
37674,np,Trigueiros
37675,np,Trindade
37676,np,Trindade
37677,np,Trinitá
37678,np,Tripoli
37679,np,Tristão
37680,np,Trofa
37681,np,Troia
37682,np,Trondheim
37683,np,Trotski
37684,np,Tsé
37685,np,Tucídides
37686,np,Tudor
37687,np,Tui
37688,np,Tunes
37689,np,Tunísia
37690,np,Turcas
37691,np,Turcomenistão
37692,np,Turim
37693,np,Turíngia
37694,np,Turner
37695,np,Turquestão
37696,np,Turquia
37697,np,Tuvalu
37698,np,Tutancamon
37699,np,Ucrânia
37700,np,Uganda
37701,np,Uíge
37702,np,Ulisses
37703,np,Ulster
37704,np,Umbria
37705,np,Universo
37706,np,Urais
37707,np,Úrano
37708,np,Urbión
37709,np,Uruguai
37710,np,Usbequistão
37711,np,Valadares
37712,np,Valdemar
37713,np,Valdevez
37714,np,Valença
37715,np,Valença
37716,np,Valência
37717,np,Vale
37718,np,Valentim
37719,np,Valentino
37720,np,Valério
37721,np,Valhadolid
37722,np,Valongo
37723,np,Valónia
37724,np,Valpaços
37725,np,Valter
37726,np,Van
37727,np,Vanda
37728,np,Vanessa
37729,np,Vanuatu
37730,np,Vânia
37731,np,Varsóvia
37732,np,Varzim
37733,np,Vasconcelos
37734,np,Vasco
37735,np,Vasques
37736,np,Vásquez
37737,np,Vassoural
37738,np,Vaticano
37739,np,Vaz
37740,np,Vanda
37741,np,Vedras
37742,np,Veiga
37743,np,Velado
37744,np,Velásquez
37745,np,Veloso
37746,np,Venâncio
37747,np,Venceslau
37748,np,Veneto
37749,np,Veneza
37750,np,Venezianos
37751,np,Venezuela
37752,np,Vénus
37753,np,Venusino
37754,np,Vera
37755,np,verão
37756,np,Verdi
37757,np,Vergara
37758,np,Veríssimo
37759,np,Verona
37760,np,Veronês
37761,np,Versalhes
37762,np,Vesta
37763,np,Vesúvio
37764,np,Via-Láctea
37765,np,Viana
37766,np,Vicente
37767,np,Vichy
37768,np,Viçosa
37769,np,Victoria
37770,np,Victor
37771,np,Vidigueira
37772,np,Viegas
37773,np,Vieira
37774,np,Viena
37775,np,Vietname
37776,np,Vigo
37777,np,Vilaça
37778,np,Vilafranca
37779,np,Vilamoura
37780,np,Vilariça
37781,np,Vilarinho
37782,np,Vilar
37783,np,Vilela
37784,np,Vilhena
37785,np,Vilnius
37786,np,Vimioso
37787,np,Vinci
37788,np,Vingt
37789,np,Vinhais
37790,np,Vinicius
37791,np,Virgílio
37792,np,Virgínia
37793,np,Virgo
37794,np,Viriato
37795,np,Visconti
37796,np,Viseu
37797,np,Vístula
37798,np,Vitalino
37799,np,Vito
37800,np,Vitória
37801,np,Vitorina
37802,np,Vitorino
37803,np,Vítor
37804,np,Vivaldi
37805,np,Vizela
37806,np,Vladimir
37807,np,Vladivostok
37808,np,Volga
37809,np,Voltaire
37810,np,Volta
37811,np,Volvo
37812,np,Von
37813,np,Vorarlberg
37814,np,Vouga
37815,np,Vouzela
37816,np,Vulcano
37817,np,Vulgata
37818,np,Wagner
37819,np,Walter
37820,np,Washington
37821,np,Waterloo
37822,np,Watson
37823,np,WC
37824,np,Weber
37825,np,Weimar
37826,np,Welles
37827,np,Westminster
37828,np,White
37829,np,Wikipédia
37830,np,Wilde
37831,np,William
37832,np,Williams
37833,np,Wilson
37834,np,Windsor
37835,np,Winston
37836,np,Wolf
37837,np,Xanana
37838,np,Xangai
37839,np,Xavier
37840,np,Xenofonte
37841,np,Xerxes
37842,np,Xiitas
37843,np,Ximenes
37844,np,Xira
37845,np,Xiva
37846,np,Yale
37847,np,Yang
37848,np,Yao
37849,np,Yoga
37850,np,Yorkshire
37851,np,York
37852,np,Zacarias
37853,np,Zagrebe
37854,np,Zaire
37855,np,Zambeze
37856,np,Zambézia
37857,np,Zâmbia
37858,np,Zamora
37859,np,Zanzibar
37860,np,Zapata
37861,np,Zeca
37862,np,Zeferino
37863,np,Zelândia
37864,np,Zélia
37865,np,Zé
37866,np,Zéfiro
37867,np,Zeus
37868,np,Zêzere
37869,np,Zimbabué
37870,np,Zita
37871,np,Zodíaco
37872,np,Zola
37873,np,Zulmira
37874,np,Zurique
37875,np,AAC
37876,np,ABC
37877,np,ACP
37878,np,ADN
37879,np,AFP
37880,np,AD
37881,np,AML
37882,np,AMP
37883,np,ANACOM
37884,np,ANC
37885,np,ANMP
37886,np,APPACDM
37887,np,APEL
37888,np,APL
37889,np,API
37890,np,ARS
37891,np,ASAE
37892,np,AVC
37893,np,BBC
37894,np,BCE
37895,np,BCI
37896,np,BCM
37897,np,BCP
37898,np,BD
37899,np,BE
37900,np,BESCL
37901,np,BFE
37902,np,BMW
37903,np,BNU
37904,np,BP
37905,np,BPA
37906,np,BPI
37907,np,BPSM
37908,np,BT
37909,np,BVL
37910,np,BSE
37911,np,CAP
37912,np,CCB
37913,np,CCRN
37914,np,CD
37915,np,CDS
37916,np,CDU
37917,np,CE
37918,np,CEI
37919,np,CES
37920,np,CGD
37921,np,CGTP
37922,np,CIG
37923,np,CIP
37924,np,CML
37925,np,CMP
37926,np,CMVM
37927,np,CNE
37928,np,CNN
37929,np,COI
37930,np,COP
37931,np,CP
37932,np,CPLP
37933,np,CREL
37934,np,CRIL
37935,np,CSCE
37936,np,CTT
37937,np,CV
37938,np,DDR
37939,np,DNA
37940,np,DTD
37941,np,DVD
37942,np,EDP
37943,np,EFTA
37944,np,EN
37945,np,EPAL
37946,np,ESA
37947,np,ETA
37948,np,ETAR
37949,np,EUA
37950,np,FAP
37951,np,FBI
37952,np,FC
37953,np,FCCN
37954,np,FCUP
37955,np,FCP
37956,np,FIFA
37957,np,FIL
37958,np,FMI
37959,np,FPF
37960,np,FRETILIN
37961,np,FSF
37962,np,GATT
37963,np,GNU
37964,np,GNR
37965,np,GP
37966,np,GPL
37967,np,GPS
37968,np,ICEP
37969,np,IEFP
37970,np,INATEL
37971,np,INEM
37972,np,INESC
37973,np,IP
37974,np,IPC
37975,np,IPE
37976,np,IPPAR
37977,np,IPPC
37978,np,IRC
37979,np,IRS
37980,np,ISO
37981,np,ISSN
37982,np,ISBN
37983,np,IVA
37984,np,JS
37985,np,JSD
37986,np,KGB
37987,np,LCD
37988,np,LNEC
37989,np,MNE
37990,np,MP
37991,np,MPLA
37992,np,MRPP
37993,np,NASA
37994,np,NBA
37995,np,NIB
37996,np,NIF
37997,np,OCDE
37998,np,OE
37999,np,OGMA
38000,np,OLP
38001,np,OMS
38002,np,ONG
38003,np,ONU
38004,np,OPA
38005,np,OPEP
38006,np,OPV
38007,np,OSCE
38008,np,OVNI
38009,np,PAC
38010,np,PAIGC
38011,np,PALOP
38012,np,PCP
38013,np,PCTP
38014,np,PDM
38015,np,PEDIP
38016,np,PEV
38017,np,PGA
38018,np,PGR
38019,np,PIB
38020,np,PIDDAC
38021,np,PIDE
38022,np,PJ
38023,nc,PLN
38024,np,PME
38025,np,PP
38026,np,PPD
38027,np,PR
38028,np,PRD
38029,np,PS
38030,np,PSD
38031,np,PSN
38032,np,PSOE
38033,np,PSP
38034,np,PSR
38035,np,PT
38036,np,QCA
38037,np,RDA
38038,np,RDP
38039,np,RDTL
38040,np,RTP
38041,np,SCP
38042,np,SEC
38043,np,SEF
38044,np,SGPS
38045,np,SIC
38046,np,SIS
38047,np,SIDA
38048,np,SLB
38049,np,SMAS
38050,np,SME
38051,np,SNS
38052,np,SMS
38053,np,SOS
38054,np,SPA
38055,np,STCP
38056,np,STJ
38057,np,TAP
38058,np,TLP
38059,np,TPC
38060,np,TSF
38061,np,TV
38062,np,TVI
38063,np,UBP
38064,np,UDP
38065,np,UDT
38066,np,UE
38067,np,UEFA
38068,np,UGT
38069,np,UNESCO
38070,np,UNICEF
38071,np,UNITA
38072,np,URSS
38073,np,VCI
38074,np,VIH
38075,np,VW
38076,nc,GB
38077,nc,GHz
38078,adj,Lda
38079,nc,MB
38080,nc,MHz
38081,nc,Sta
38082,nc,TB
38083,nc,cm
38084,nc,dr
38085,nc,dra
38086,nc,eng
38087,punct,etc
38088,nc,ex
38089,nc,exs
38090,nc,fac
38091,nc,fig
38092,nc,kB
38093,nc,kg
38094,nc,km
38095,nc,ln
38096,nc,mm
38097,nc,prof
38098,nc,pág
38099,nc,sr
38100,nc,séc
38101,nc,sécs
38102,punct,vs
38103,nc,ballet
38104,nc,boîte
38105,nc,bulldozer
38106,nc,bulldozers
38107,nc,braille
38108,nc,bonsai
38109,nc,cânon
38110,nc,capita
38111,nc,catering
38112,nc,check-in
38113,nc,cocktail
38114,nc,códex
38115,nc,cowboy
38116,nc,curriculum
38117,nc,croissant
38118,nc,croissants
38119,nc,czarina
38120,nc,czar
38121,nc,designer
38122,nc,designers
38123,nc,design
38124,nc,doping
38125,nc,fax
38126,nc,flash
38127,nc,flashes
38128,nc,franchising
38129,a,gay
38130,nc,glamour
38131,nc,holding
38132,adv,ibidem
38133,nc,jacuzzi
38134,nc,jean
38135,nc,jeans
38136,nc,jiu-jitsu
38137,nc,karaoke
38138,nc,karaté
38139,nc,kart
38140,nc,karting
38141,nc,ketchup
38142,nc,kit
38143,adj,kitsch
38144,nc,kiwi
38145,nc,koala
38146,nc,laser
38147,nm,lasers
38148,nc,leasing
38149,nc,marketing
38150,nc,maxwell
38151,nc,memorandum
38152,nc,napalm
38153,nc,nuance
38154,nc,nylon
38155,nc,pizza
38156,nc,pickle
38157,nc,piercing
38158,nc,playstation
38159,nc,portfólio
38160,nc,poster
38161,nc,posters
38162,adv,posteriori
38163,nc,práxis
38164,adv,priori
38165,adj,punk
38166,nc,puzzle
38167,nc,rafting
38168,nc,rap
38169,nc,reggae
38170,nc,réveillon
38171,nc,rock
38172,nc,shiatsu
38173,nc,shopping
38174,nc,show
38175,nc,shows
38176,nc,skate
38177,nc,slalom
38178,nc,slide
38179,nc,slogan
38180,nc,slogans
38181,nc,soutien
38182,nc,soutiens
38183,nc,spin
38184,nc,spray
38185,nc,squash
38186,nc,staff
38187,a,standard
38188,nc,stand
38189,nc,status
38190,nc,stock
38191,nc,stop
38192,nc,stress
38193,v,stressar
38194,nc,strogonoff
38195,nc,surf
38196,nc,sudoku
38197,nc,sushi
38198,nc,taekwondo
38199,nc,telex
38200,nc,ticket
38201,nc,thesaurus
38202,nc,thesauri
38203,nc,toilette
38204,nc,tournée
38205,nc,top
38206,nc,tops
38207,nc,tsunami
38208,nc,t-shirt
38209,nc,upload
38210,nc,uploads
38211,prep,versus
38212,a,vibrato
38213,adj,viking
38214,nc,vitae
38215,nc,videoclipe
38216,nc,videoclube
38217,nc,vodka
38218,nc,walkie-talkie
38219,nc,whisky
38220,nc,windsurf
38221,nc,workshop
38222,nc,workshops
38223,nc,zoom
38224,nc,zooms
38225,nc,avocação
38226,adj,extrajudicial
38227,adj,extrajudiciário
38228,nc,franquiador
38229,nc,juridicidade
38230,adj,obrigacional
38231,nc,precípuo
38232,adj,retributivo
38233,adj,subsumível
38234,nc,tipicidade
38235,a,decisor
38236,nc,esquiço
38237,nc,pilastra
38238,nc,balaustrada
38239,card,i
38240,card,ii
38241,card,iii
38242,card,iv
38243,card,v
38244,card,vi
38245,card,vii
38246,card,viii
38247,card,ix
38248,card,x
38249,card,xi
38250,card,xii
38251,card,xiii
38252,card,xiv
38253,card,xv
38254,card,xvi
38255,card,xvii
38256,card,xviii
38257,card,xix
38258,card,xx
38259,card,xxx
38260,v,assentes
38261,v,assente
38262,v,assentimos
38263,v,assentis
38264,v,assentem
38265,v,assinto
38266,v,assinta
38267,v,assintas
38268,v,assinta
38269,v,assintamos
38270,v,assintais
38271,v,assintam
38272,v,assente
38273,v,assinta
38274,v,assintamos
38275,v,assenti
38276,v,assintam
38277,v,consentes
38278,v,consente
38279,v,consentimos
38280,v,consentis
38281,v,consentem
38282,v,consinto
38283,v,consinta
38284,v,consintas
38285,v,consinta
38286,v,consintamos
38287,v,consintais
38288,v,consintam
38289,v,consente
38290,v,consinta
38291,v,consintamos
38292,v,consenti
38293,v,consintam
38294,v,desmentes
38295,v,desmente
38296,v,desmentimos
38297,v,desmentis
38298,v,desmentem
38299,v,desminto
38300,v,desminta
38301,v,desmintas
38302,v,desminta
38303,v,desmintamos
38304,v,desmintais
38305,v,desmintam
38306,v,desmente
38307,v,desminta
38308,v,desmintamos
38309,v,desmenti
38310,v,desmintam
38311,v,mentes
38312,v,mente
38313,v,mentimos
38314,v,mentis
38315,v,mentem
38316,v,minto
38317,v,minta
38318,v,mintas
38319,v,minta
38320,v,mintamos
38321,v,mintais
38322,v,mintam
38323,v,mente
38324,v,minta
38325,v,mintamos
38326,v,menti
38327,v,mintam
38328,v,pressentes
38329,v,pressente
38330,v,pressentimos
38331,v,pressentis
38332,v,pressentem
38333,v,pressinto
38334,v,pressinta
38335,v,pressintas
38336,v,pressinta
38337,v,pressintamos
38338,v,pressintais
38339,v,pressintam
38340,v,pressente
38341,v,pressinta
38342,v,pressintamos
38343,v,pressenti
38344,v,pressintam
38345,v,ressentes
38346,v,ressente
38347,v,ressentimos
38348,v,ressentis
38349,v,ressentem
38350,v,ressinto
38351,v,ressinta
38352,v,ressintas
38353,v,ressinta
38354,v,ressintamos
38355,v,ressintais
38356,v,ressintam
38357,v,ressente
38358,v,ressinta
38359,v,ressintamos
38360,v,ressenti
38361,v,ressintam
38362,v,sentes
38363,v,sente
38364,v,sentimos
38365,v,sentis
38366,v,sentem
38367,v,sinto
38368,v,sinta
38369,v,sintas
38370,v,sinta
38371,v,sintamos
38372,v,sintais
38373,v,sintam
38374,v,sente
38375,v,sinta
38376,v,sintamos
38377,v,senti
38378,v,sintam
38379,v,abstendo
38380,v,abstido
38381,v,abstida
38382,v,abstidos
38383,v,abstidas
38384,v,absterei
38385,v,absterás
38386,v,absterá
38387,v,absteremos
38388,v,abstereis
38389,v,absterão
38390,v,absteria
38391,v,absterias
38392,v,absteria
38393,v,absteríamos
38394,v,absteríeis
38395,v,absteriam
38396,v,abstenho
38397,v,absténs
38398,v,abstém
38399,v,abstemos
38400,v,abstendes
38401,v,abstêm
38402,v,abstenha
38403,v,abstenhas
38404,v,abstenha
38405,v,abstenhamos
38406,v,abstenhais
38407,v,abstenham
38408,v,abstém
38409,v,abstenha
38410,v,abstenhamos
38411,v,abstende
38412,v,abstenham
38413,v,abstive
38414,v,abstiveste
38415,v,absteve
38416,v,abstivemos
38417,v,abstivestes
38418,v,abstiveram
38419,v,abstinha
38420,v,abstinhas
38421,v,abstinha
38422,v,abstínhamos
38423,v,abstínheis
38424,v,abstinham
38425,v,abstivera
38426,v,abstiveras
38427,v,abstivera
38428,v,abstivéramos
38429,v,abstivéreis
38430,v,abstiveram
38431,v,abstivesse
38432,v,abstivesses
38433,v,abstivesse
38434,v,abstivéssemos
38435,v,abstivésseis
38436,v,abstivessem
38437,v,abstiver
38438,v,abstiveres
38439,v,abstiver
38440,v,abstivermos
38441,v,abstiverdes
38442,v,abstiverem
38443,v,absteres
38444,v,abstermos
38445,v,absterdes
38446,v,absterem
38447,v,investes
38448,v,investe
38449,v,investimos
38450,v,investis
38451,v,investem
38452,v,invisto
38453,v,invista
38454,v,invistas
38455,v,invista
38456,v,invistamos
38457,v,invistais
38458,v,invistam
38459,v,investe
38460,v,invista
38461,v,invistamos
38462,v,investi
38463,v,invistam
38464,v,revestes
38465,v,reveste
38466,v,revestimos
38467,v,revestis
38468,v,revestem
38469,v,revisto
38470,v,revista
38471,v,revistas
38472,v,revista
38473,v,revistamos
38474,v,revistais
38475,v,revistam
38476,v,reveste
38477,v,revista
38478,v,revistamos
38479,v,revesti
38480,v,revistam
38481,v,vestes
38482,v,veste
38483,v,vestimos
38484,v,vestis
38485,v,vestem
38486,v,visto
38487,v,vista
38488,v,vistas
38489,v,vista
38490,v,vistamos
38491,v,vistais
38492,v,vistam
38493,v,veste
38494,v,vista
38495,v,vistamos
38496,v,vesti
38497,v,vistam
38498,v,advertes
38499,v,adverte
38500,v,advertimos
38501,v,advertis
38502,v,advertem
38503,v,advirto
38504,v,advirta
38505,v,advirtas
38506,v,advirta
38507,v,advirtamos
38508,v,advirtais
38509,v,advirtam
38510,v,adverte
38511,v,advirta
38512,v,advirtamos
38513,v,adverti
38514,v,advirtam
38515,v,divertes
38516,v,diverte
38517,v,divertimos
38518,v,divertis
38519,v,divertem
38520,v,divirto
38521,v,divirta
38522,v,divirtas
38523,v,divirta
38524,v,divirtamos
38525,v,divirtais
38526,v,divirtam
38527,v,diverte
38528,v,divirta
38529,v,divirtamos
38530,v,diverti
38531,v,divirtam
38532,v,deles
38533,v,dele
38534,v,delimos
38535,v,delis
38536,v,delem
38537,v,dilo
38538,v,dila
38539,v,dilas
38540,v,dila
38541,v,dilamos
38542,v,dilais
38543,v,dilam
38544,v,dele
38545,v,dila
38546,v,dilamos
38547,v,deli
38548,v,dilam
38549,v,compeles
38550,v,compele
38551,v,compelimos
38552,v,compelis
38553,v,compelem
38554,v,compilo
38555,v,compila
38556,v,compilas
38557,v,compila
38558,v,compilamos
38559,v,compilais
38560,v,compilam
38561,v,compele
38562,v,compila
38563,v,compilamos
38564,v,compeli
38565,v,compilam
38566,v,expeles
38567,v,expele
38568,v,expelimos
38569,v,expelis
38570,v,expelem
38571,v,expilo
38572,v,expila
38573,v,expilas
38574,v,expila
38575,v,expilamos
38576,v,expilais
38577,v,expilam
38578,v,expele
38579,v,expila
38580,v,expilamos
38581,v,expeli
38582,v,expilam
38583,v,impeles
38584,v,impele
38585,v,impelimos
38586,v,impelis
38587,v,impelem
38588,v,impilo
38589,v,impila
38590,v,impilas
38591,v,impila
38592,v,impilamos
38593,v,impilais
38594,v,impilam
38595,v,impele
38596,v,impila
38597,v,impilamos
38598,v,impeli
38599,v,impilam
38600,v,repeles
38601,v,repele
38602,v,repelimos
38603,v,repelis
38604,v,repelem
38605,v,repilo
38606,v,repila
38607,v,repilas
38608,v,repila
38609,v,repilamos
38610,v,repilais
38611,v,repilam
38612,v,repele
38613,v,repila
38614,v,repilamos
38615,v,repeli
38616,v,repilam
38617,v,competes
38618,v,compete
38619,v,competimos
38620,v,competis
38621,v,competem
38622,v,compito
38623,v,compita
38624,v,compitas
38625,v,compita
38626,v,compitamos
38627,v,compitais
38628,v,compitam
38629,v,compete
38630,v,compita
38631,v,compitamos
38632,v,competi
38633,v,compitam
38634,v,repetes
38635,v,repete
38636,v,repetimos
38637,v,repetis
38638,v,repetem
38639,v,repito
38640,v,repita
38641,v,repitas
38642,v,repita
38643,v,repitamos
38644,v,repitais
38645,v,repitam
38646,v,repete
38647,v,repita
38648,v,repitamos
38649,v,repeti
38650,v,repitam
38651,v,concernes
38652,v,concerne
